sample_id,sample_seed,valid_for_cost,failure_reason,mapping_csv,TR2_composite_cost,T1_pe_peak_temp_K,T3_temp_std_K,T5_over_throttle_count,P1_makespan_s,P3_dvfs_penalty_pct,C1_total_comm_cost,raw_congestion_cost,raw_load_imbalance,E7_pe_optical_comm_energy_J,run_ok,temperature_source,parsed_pe_count,assignment
12,12,True,,gemm\random\mappings\sample_012_seed_12.csv,5.636333254268616,327.99965903239,1.8284427150064224,3,0.0001195288,0.6086213611111125,134144.0,25600.0,1.6820075381868678,0.0015493591118428073,True,vec,16,"{""1"": 15, ""2"": 8, ""3"": 11, ""4"": 4, ""5"": 12, ""6"": 0, ""7"": 11, ""8"": 15, ""9"": 8, ""10"": 14}"
13,13,True,,gemm\random\mappings\sample_013_seed_13.csv,4.739066559435565,326.51034287895,1.5464750295563499,0,0.0001168407,0.0,89088.0,24576.0,1.9486213052965682,0.0015181866944896883,True,vec,16,"{""1"": 8, ""2"": 9, ""3"": 5, ""4"": 7, ""5"": 4, ""6"": 7, ""7"": 5, ""8"": 4, ""9"": 2, ""10"": 6}"
14,14,True,,gemm\random\mappings\sample_014_seed_14.csv,5.443117437173244,325.87813678272,1.3297427745071573,0,0.0001665647,0.0,150528.0,25600.0,2.050188454671692,0.0017822478652371658,True,vec,16,"{""1"": 3, ""2"": 7, ""3"": 8, ""4"": 8, ""5"": 9, ""6"": 2, ""7"": 14, ""8"": 9, ""9"": 14, ""10"": 12}"
15,15,True,,gemm\random\mappings\sample_015_seed_15.csv,5.604348452843144,329.05923616285,1.9202518891371971,2,0.0001255069,0.8341085156250001,72704.0,25600.0,1.8216623685776632,0.0015956548662179903,True,vec,16,"{""1"": 6, ""2"": 0, ""3"": 1, ""4"": 5, ""5"": 7, ""6"": 0, ""7"": 1, ""8"": 4, ""9"": 11, ""10"": 7}"
16,16,True,,gemm\random\mappings\sample_016_seed_16.csv,5.063918493436793,326.77403399115,1.484051225314687,0,0.0001663088,0.0,80896.0,18432.0,1.8216623685776632,0.0017829971124546536,True,vec,16,"{""1"": 11, ""2"": 15, ""3"": 15, ""4"": 9, ""5"": 13, ""6"": 7, ""7"": 14, ""8"": 0, ""9"": 13, ""10"": 8}"
17,17,True,,gemm\random\mappings\sample_017_seed_17.csv,5.353711102554147,327.55674355738,1.3561431981852197,1,0.0001664048,0.136823125,89088.0,24576.0,1.4407855584209481,0.0017842231244834942,True,vec,16,"{""1"": 13, ""2"": 9, ""3"": 11, ""4"": 9, ""5"": 5, ""6"": 8, ""7"": 3, ""8"": 0, ""9"": 7, ""10"": 12}"
18,18,True,,gemm\random\mappings\sample_018_seed_18.csv,5.721610084819367,327.78497450806,1.6590641507245503,1,0.0001463467,0.26518025,103424.0,35840.0,1.4534814520928387,0.0016832745747564068,True,vec,16,"{""1"": 5, ""2"": 3, ""3"": 14, ""4"": 10, ""5"": 7, ""6"": 6, ""7"": 15, ""8"": 15, ""9"": 5, ""10"": 15}"
19,19,True,,gemm\random\mappings\sample_019_seed_19.csv,5.044524064630931,327.17912624614,1.6328978840777828,1,0.000116885,0.003042875,123904.0,27648.0,1.3392184090458243,0.0015193396001657942,True,vec,16,"{""1"": 1, ""2"": 3, ""3"": 6, ""4"": 12, ""5"": 11, ""6"": 9, ""7"": 4, ""8"": 8, ""9"": 3, ""10"": 8}"
20,20,True,,gemm\random\mappings\sample_020_seed_20.csv,4.920489252301815,326.3931182887,1.3413247411921985,0,0.000146859,0.0,110592.0,24576.0,1.2884348343582623,0.0016780541661145965,True,vec,16,"{""1"": 4, ""2"": 8, ""3"": 3, ""4"": 10, ""5"": 5, ""6"": 0, ""7"": 13, ""8"": 13, ""9"": 2, ""10"": 3}"
21,21,True,,gemm\random\mappings\sample_021_seed_21.csv,5.40221960528688,326.50705243395,1.4577979079925167,0,0.0001666451,0.0,105472.0,26624.0,1.9359254116246776,0.0017848078279830912,True,vec,16,"{""1"": 5, ""2"": 13, ""3"": 13, ""4"": 9, ""5"": 15, ""6"": 6, ""7"": 15, ""8"": 5, ""9"": 7, ""10"": 0}"
22,22,True,,gemm\random\mappings\sample_022_seed_22.csv,5.72393042187268,329.50661925237,1.7249420055746472,3,0.000121741,1.2815326562499794,112640.0,25600.0,1.1868676849831383,0.0015664029198549192,True,vec,16,"{""1"": 4, ""2"": 7, ""3"": 0, ""4"": 14, ""5"": 5, ""6"": 3, ""7"": 11, ""8"": 2, ""9"": 7, ""10"": 8}"
23,23,True,,gemm\random\mappings\sample_023_seed_23.csv,4.212649242781243,326.67137428516,1.4517778225574065,0,0.0001167888,0.0,96256.0,14336.0,0.9964292799047808,0.0015173743071867135,True,vec,16,"{""1"": 9, ""2"": 2, ""3"": 0, ""4"": 9, ""5"": 13, ""6"": 12, ""7"": 11, ""8"": 4, ""9"": 6, ""10"": 8}"
24,24,True,,gemm\random\mappings\sample_024_seed_24.csv,5.881552915616616,326.34138365405,1.4845053899926424,0,0.0001665808,0.0,131072.0,32768.0,2.837333862328903,0.0017827287447783758,True,vec,16,"{""1"": 12, ""2"": 5, ""3"": 6, ""4"": 5, ""5"": 6, ""6"": 5, ""7"": 2, ""8"": 4, ""9"": 9, ""10"": 0}"
25,25,True,,gemm\random\mappings\sample_025_seed_25.csv,5.0117009828504,326.36038620862,1.3679756155123026,0,0.0001464868,0.0,125952.0,24576.0,1.4153937710771671,0.0016760652131088422,True,vec,16,"{""1"": 12, ""2"": 0, ""3"": 6, ""4"": 9, ""5"": 15, ""6"": 1, ""7"": 8, ""8"": 1, ""9"": 9, ""10"": 13}"
26,26,True,,gemm\random\mappings\sample_026_seed_26.csv,4.663532702390935,326.44931397221,1.4178808490317445,0,0.0001168748,0.0,89088.0,25600.0,1.7581829002182108,0.0015176617993792444,True,vec,16,"{""1"": 6, ""2"": 6, ""3"": 13, ""4"": 1, ""5"": 4, ""6"": 15, ""7"": 1, ""8"": 5, ""9"": 13, ""10"": 7}"
